income,txn_count,bill_payment_ratio,ecommerce_spend,location_stability,mobile_usage_hours,social_trust_score,age,default
18792,4,0.7804396399111774,38839,0.14601521482301438,4.002859937299794,0.5598518568631188,50,0
184073,155,0.9212481483276946,22123,0.4652425628357336,10.165077755267248,0.9318361076373672,32,0
164969,172,0.3061486509185748,19875,0.2531490830824037,1.7503618209451375,0.25535470480994915,56,1
78148,168,0.247710971779047,3297,0.22359146111234374,7.52707294006419,0.7639374854271516,25,0
134243,102,0.38430018756052,208,0.9577252764451044,0.1570306061137221,0.47046476183822206,21,0
130174,47,0.05534199855045285,19700,0.362024526857741,2.9480319414509126,0.2127546591191375,19,1
164555,94,0.8098716190413278,21791,0.04643110467233913,7.096901970017514,0.8529716805804076,24,0
134358,172,0.9841754851150772,7233,0.9703266726373028,5.476944480032049,0.6799491734497504,55,0
58555,48,0.8240292924366098,1891,0.7948395747721578,5.922593882918776,0.09492168257689015,51,0
27159,91,0.5549753348525481,36274,0.2544133065641585,7.926744605515273,0.5417571952889821,42,0
120510,180,0.2952819704829498,2039,0.40889183470539137,2.8150322930228096,0.8517638521932599,24,0
116530,84,0.1976978885435806,19673,0.8622895745951284,3.3696592839180286,0.06693480822154185,42,0
90077,68,0.36406287179665997,39413,0.35741351932327425,8.213498489134157,0.4162747972255457,19,0
45920,139,0.6669695295482063,28436,0.5674040420065989,6.459496890526427,0.8052144705167662,43,0
29457,125,0.4470615555408236,34385,0.5348568696646127,0.1750418911059315,0.8583572801102084,53,0
88953,73,0.9340598200844861,8186,0.40129454862879965,8.043933543425293,0.7753627763346166,55,0
62995,4,0.8542203429657325,434,0.6395019018137161,7.441104489027337,0.30570957502655605,59,0
181829,76,0.10240061596289896,10519,0.4732907373018863,0.9432908855792852,0.5069295606290469,20,0
19692,73,0.13152522388570997,18030,0.02123049167397284,8.970233938091834,0.7412779766649803,46,1
186830,77,0.6762391853001108,11355,0.8143831076479375,6.265217507364849,0.1525877529454558,28,0
47065,48,0.23076838998035432,14328,0.11315578275371929,2.4569674074835155,0.594997763257416,38,0
109299,154,0.7910298770117512,5258,0.4640899308913634,6.712276417397128,0.7203737252089718,21,0
173678,102,0.5913581423263531,7190,0.5799007909274971,7.145502170052039,0.84999186936106,22,0
21534,106,0.22983052773335,22479,0.7055060541932908,11.041424750282847,0.11167172385679369,23,1
50397,77,0.4786867974805912,20827,0.41079653528794946,8.905733106614045,0.3296746945925493,39,0
101387,39,0.40607629236703335,10747,0.7355484870305314,3.623092253894391,0.5416539491854653,56,0
11016,58,0.8731593591894047,30917,0.13135008471857024,1.4175956107703107,0.7010568999145405,23,0
65591,19,0.03216247497705027,30377,0.653445548270779,10.23820886496937,0.7300362955249206,31,0
33247,88,0.8958438904667899,33148,0.8263389275857029,10.152812254505351,0.2532591739721597,39,0
34300,113,0.6520826828797434,23557,0.8894439728375012,2.103720176687487,0.013876612017187262,33,0
92798,77,0.7375381875483787,34405,0.5795664959538892,0.7455742223746396,0.6938169780057876,49,0
19268,77,0.0026074633926337354,12479,0.3128951980750373,8.542375797792467,0.9091262873397719,53,1
96807,186,0.6282394340372324,23927,0.16335651171362642,8.67098197003781,0.7975170451034391,24,0
22185,28,0.588486163711026,33292,0.34555875287744486,2.1257250444645486,0.6224661030626192,40,1
180171,66,0.5372055563862999,19491,0.5399743731544397,8.018542314689466,0.9775704405516004,31,0
149643,10,0.785866856705885,1093,0.19633022399156053,3.347084936363146,0.43311677809435534,23,0
48044,126,0.5558710963965052,31008,0.9525149056930929,3.1274043356256485,0.5250497509880961,59,0
61214,58,0.8570971895598576,104,0.8971354288729094,3.8942152090841096,0.01228676395838224,42,0
124752,142,0.23263148640963838,18123,0.03295719486543125,6.244756398202251,0.945951362833712,20,0
58984,125,0.8059825889716998,26936,0.5619617982303888,9.653447079943472,0.5833466549324366,30,0
50774,112,0.17931277282480573,18060,0.7893087902466132,5.983725010675514,0.3907999839056199,20,0
12568,84,0.8131177919689799,24288,0.24539195993400698,3.5765123474888925,0.04456433588740494,48,1
130151,143,0.9404635188285677,24411,0.5238962323927439,10.607691584542192,0.36241906432640447,20,0
143767,96,0.3356941423103841,37684,0.405991882409379,0.661079489308376,0.0035981016756536643,34,0
134375,33,0.5298863139801888,13336,0.19654626421807642,9.565097806776965,0.3243351379981384,56,0
189262,145,0.6583290229231477,37924,0.6147373838758227,9.412581095062269,0.9514549240685247,19,0
146330,152,0.07947166585449461,11626,0.993692175406831,3.0425617218521173,0.15426736423039644,22,0
49504,158,0.49408071820412025,3501,0.36528726027994485,2.379542190243356,0.5454111090894324,26,0
174231,190,0.36058497658824673,16850,0.552379008264467,10.496406737947167,0.18661732010492216,46,0
23986,141,0.8724556312513081,35712,0.32785468162150055,6.706455522723891,0.7833791303081712,52,0
71858,190,0.8766795187083262,20678,0.8769486168024969,0.5521362915769754,0.5623978072386521,57,0
139312,47,0.7007795395472368,15905,0.8646027004236931,10.689990197605713,0.20223601835227956,53,0
22666,112,0.6557244745924983,1591,0.17877338794797026,4.188071812268085,0.8662412982388532,52,0
48660,144,0.7336884592758568,13522,0.8999488742380607,4.105878645720317,0.7840237828334867,47,0
144633,194,0.36598690100280706,16153,0.1515087110560671,7.71945524591848,0.951301329425553,32,0
36854,43,0.40451924675062545,36840,0.09543995962533425,7.9357313135829095,0.0006281928926344937,46,1
74505,8,0.5537047228887053,3572,0.6529346157015319,4.2397934499409775,0.4571169471970793,42,0
114488,3,0.9380281273644674,38746,0.385904105869895,1.7193471347625682,0.9998413004979217,28,0
193323,125,0.7239998741195626,33061,0.5307405934618707,6.627237160436069,0.8111879169718101,54,0
32662,12,0.5509892444962233,25497,0.6525707819374634,7.502149976102881,0.8312861318574274,21,0
18392,84,0.7704130148967145,22242,0.05283723779298488,10.322668380707684,0.6211324627263177,29,0
40535,16,0.37089031223842506,1338,0.2929531710909934,5.813279848380791,0.7128996520832377,49,0
123569,78,0.7304667011443706,16151,0.4609063117688671,7.748352954818662,0.805326258783608,22,0
62256,59,0.41067624828270033,26990,0.2665874098059319,0.6529059337905023,0.09228064759190013,59,1
99135,177,0.2796614070149861,15380,0.04897138428552095,10.734274802473943,0.6925805836107297,59,0
137478,63,0.6097240475222925,31035,0.08667657323105338,3.9265897584804255,0.8154081000327389,54,0
45222,190,0.6868775596501845,26117,0.8017478687537335,7.586653492107743,0.04086578768509208,54,0
87373,49,0.4592935611795642,2498,0.911386759212926,10.992619575758898,0.2970531805269141,42,0
133684,51,0.5655007313555015,25483,0.15223330243044886,9.726309412376244,0.32401161588284233,21,0
20965,33,0.6940660748559568,5728,0.2492619572914857,7.652446289734387,0.8545823952810524,41,0
34538,30,0.7677100515575095,18877,0.6522494047310696,8.443293936841023,0.7803513895968672,53,0
118066,187,0.8955714790830762,26703,0.9542717760924472,11.050861391579716,0.6564214709155066,19,0
123252,76,0.35454420626432814,3088,0.2995897091332711,9.745118161761539,0.8047231808428686,52,0
149182,15,0.9514772528525935,39049,0.8552136262360012,7.318308726445883,0.45342970065770904,53,0
168338,82,0.6372798101230875,23179,0.5060246444503764,7.904432474515517,0.874880590302111,25,0
194064,92,0.7877018826989478,22011,0.9565586390807804,1.767221089982543,0.2342158431030733,26,0
108806,23,0.6997690434814383,12839,0.1362586624281913,5.642012157247196,0.7045768814998524,45,0
147982,94,0.20557172534840662,23625,0.9736723982079865,3.6119717722039972,0.24175118477375468,57,0
120989,45,0.07143838300882832,18481,0.44097862782950803,5.183647613998996,0.039861973410822205,27,0
100982,62,0.7262864640181202,31753,0.9529383904262617,7.946962482369075,0.28415123981978174,22,0
131626,199,0.5110526677945765,19558,0.45869021705151924,1.7898131232210672,0.4929068284906286,54,0
129176,15,0.7022133684083246,16771,0.5300821341205781,0.2085115639350832,0.8434360150711723,48,0
141278,46,0.47684280391545975,31104,0.804775009777321,4.763092838792755,0.508856489332357,46,0
132409,64,0.312234520416504,33066,0.722628500739394,3.866211773856686,0.17915060257309212,20,0
33419,174,0.28501790925956827,4061,0.6196033204172855,5.045184716420487,0.9927659709997227,43,0
191708,184,0.7305321308699942,33241,0.416980023589556,11.174651044427767,0.27007306798062425,48,0
60015,172,0.2767800814657747,16161,0.7924383673996058,8.485009214578124,0.9852947250983862,19,0
132096,75,0.7146768709254209,5057,0.9482283332893204,3.929505295189922,0.936334681508224,32,0
117059,157,0.3839601263173785,5289,0.009810896943026837,2.1513458668404373,0.5424415086406432,30,0
195340,190,0.7708984043188025,2221,0.5878450964526611,7.4217395310832375,0.09196308264171305,45,0
120687,52,0.1428099257826696,21635,0.8659809289783484,7.890915018114038,0.695414811454475,31,0
97939,182,0.20497994320434554,19026,0.6531125373455573,5.80347220653402,0.8457176615488142,29,0
159213,88,0.6859116057201635,7075,0.8008292578333368,2.5531292954659217,0.44530109967950915,32,0
115878,57,0.5602311201982626,22378,0.8950611038489854,0.34266313003836446,0.23904045934589102,38,0
197116,83,0.2038783426215992,35084,0.7509510158530579,3.18792836960727,0.8028241647126567,46,0
174899,66,0.9028270117268217,13681,0.7170174013647661,5.486045991482209,0.5450778256759288,52,0
196892,150,0.2759441474126463,31584,0.9647458913639183,9.455211437309904,0.19763000481547788,37,0
72623,20,0.4210713981936338,31245,0.8636846578915727,10.245045946142065,0.9495386409674772,35,0
85450,33,0.20228794187253796,4983,0.8153778695827738,4.955214716003571,0.9480982266851785,55,0
103426,72,0.3880276183415142,32249,0.08640336047187613,9.553488656202333,0.3670496734445847,32,0
127845,25,0.4916467501114742,31391,0.23902988313941786,11.920233882613836,0.06400310914174012,29,1
163371,46,0.2952470545129191,30897,0.5567560243250895,8.599324498226752,0.6307885345497092,51,0
53585,73,0.7690936731964834,20002,0.7095601049748137,8.743188379216882,0.3172267345834646,22,0
119225,98,0.3939329786462471,10498,0.3032148933004769,10.91443801859797,0.06635526100004918,34,1
74044,57,0.7295099999587671,3206,0.09332811312082334,4.057729541002919,0.8918064144685661,30,0
183629,87,0.20707217539024336,12930,0.31109918681524773,0.1344647166896551,0.9981163146002809,30,0
190152,133,0.3770354967931787,10320,0.7710291805805192,11.84372726010839,0.35040551371028184,53,0
119556,55,0.00805828889553517,28014,0.8774010293413731,5.885616932052287,0.7447462633841955,33,0
12693,61,0.7586375839137117,37946,0.9129036483443428,9.428131117947922,0.06577079228015348,57,0
105259,89,0.6258866443304841,31817,0.37886667914414773,9.749893651311547,0.36970543955963064,20,0
35939,8,0.8178233249204562,38126,0.3725385748601965,4.770200124960349,0.10875176604964076,19,0
189997,16,0.45561078810271327,26752,0.40670747097179105,6.495276560667818,0.05534993716351655,42,0
184013,176,0.7997406437128391,4507,0.3758094694214478,6.478986312752133,0.5887910405094958,20,0
162906,116,0.6475825442709784,23925,0.6661966075072097,2.6425921121310054,0.8020309875232321,28,0
28047,61,0.0036129325342386664,36276,0.3583232621319927,1.4116672067315217,0.4529702511417205,28,0
36105,15,0.25369429508851193,23689,0.020343936614245828,6.522867659311505,0.5241791104409618,27,0
85766,193,0.493891352206248,15238,0.43902460068787175,1.4417187222175487,0.2707300170252096,45,0
156779,150,0.6186873497119713,24807,0.22415206617858774,4.153064686314158,0.7363872808738148,28,0
163048,131,0.06559086466463715,39522,0.028807137784619963,2.232999979691262,0.3610732671418502,24,0
54262,102,0.7050799281837917,8921,0.4708429515340482,8.482993299393337,0.0674990203263276,46,0
135117,54,0.5435360976472599,11204,0.20595455919829309,10.464106241999852,0.1655077110256662,18,1
33776,14,0.5257793068182857,38284,0.4527418148397341,6.9349753182261615,0.1284686052455173,32,0
171152,36,0.2920455580979151,38567,0.2777499866102865,4.9218696860591695,0.4358777893996191,24,0
138376,105,0.5948230994905769,35697,0.6037088702804332,11.95971168985573,0.06521267458334756,21,0
147848,82,0.027492889631774653,24893,0.9908773868739594,0.2545096229584707,0.8064843224670357,20,0
102787,67,0.06470033050398849,1530,0.5472319207116649,3.6520930104470724,0.9080051900215012,37,0
137948,10,0.7338700872128415,31241,0.64689591689277,3.344077831764005,0.24839417920231677,20,0
65016,49,0.3218913425339639,24297,0.9192757577512013,4.274443176695036,0.48550975678195296,46,0
150546,111,0.3469670756244838,9302,0.3740004177250916,2.767148893902032,0.519063064396569,37,0
199125,65,0.20838520325645182,715,0.16654844978558303,3.171154025177471,0.9850012164579464,27,0
31959,57,0.44562069209993216,9533,0.2827972829305533,3.0921253190079274,0.06561957838657706,52,1
146602,27,0.051993431411300306,7223,0.40279494071454924,6.068928609029166,0.6678823677428953,43,0
129101,113,0.30036322357111367,13421,0.6450176812558382,4.692663324413173,0.345764983212849,47,0
13748,133,0.5271239217776975,27696,0.00458802942972103,7.6713612238189,0.5018062121126549,43,1
23545,71,0.465631921559137,14066,0.8533832147669843,6.172813918412225,0.21703457069537058,54,1
137659,83,0.9996696431230337,21576,0.07609397304983045,2.2010622284367662,0.16024228017622166,37,0
175838,57,0.38876465211691,16585,0.9006551489185505,9.720539747214094,0.2435652986923652,59,0
83530,120,0.3869990592543089,2140,0.9494345212048988,5.666342380086686,0.07126196425810927,26,0
103557,93,0.5035817774144603,36439,0.990102794112134,1.8387782148717933,0.2780902971816551,28,0
71087,15,0.19030311027122981,7370,0.8095101844068776,2.0025581151439464,0.6903509219818776,50,0
78840,111,0.8763044229591579,29516,0.1418555259401526,9.56362092574747,0.6514819352444364,47,0
128451,101,0.5722677888644485,12022,0.7061670432251863,8.435918210677205,0.5544962055923361,47,0
195456,119,0.19210763919942242,18328,0.2033212906081765,6.078335430477132,0.00038741297044453393,40,1
61005,76,0.7934415913721323,2929,0.897127835580404,3.6729781170279887,0.12578199980401117,53,0
187648,158,0.03433217114285325,3383,0.31660592565534473,5.526264441564912,0.8428694286486641,41,0
49353,20,0.9825642005854273,27432,0.32679597707504116,7.63780244565652,0.27173836976457255,48,0
62733,165,0.8651493347713713,11111,0.9176532959148667,10.551387809154173,0.912198888579123,40,0
75318,131,0.5796394555340199,39778,0.013231070783704557,6.670414412144744,0.8745461147783163,59,0
164736,73,0.11129566275706648,31899,0.19396615148356977,3.3208235372850017,0.1549270341341754,53,1
77172,122,0.21527277328967143,23161,0.42193226656345506,0.5128789763217432,0.8981520422531237,57,0
103264,41,0.27943517031356313,8823,0.700721567310193,2.105460671000887,0.6278348305625211,51,0
36736,167,0.241031737903611,27432,0.6475661660447354,7.802131447949553,0.630286805334727,38,0
122859,154,0.49752001045344574,33089,0.6694118751671491,1.9252436018898917,0.8526798655735955,43,0
122181,130,0.9445603702671478,21053,0.8800220284106641,5.778474637721411,0.4050557645474898,24,0
141926,23,0.4441725847678105,17447,0.12103041229325662,8.387460185716625,0.7352632964197793,42,0
100084,23,0.6615645681734055,24305,0.5221616962187704,3.698698816837329,0.6677643563536141,20,0
179695,144,0.6885832059788232,3111,0.7254776891024886,8.029270677687434,0.7715146679199264,35,0
17392,9,0.8715807252544827,27493,0.6361184429241645,6.972864739773824,0.6601889492405368,23,0
65680,13,0.033821287571519254,10985,0.4483141199392675,5.267269283140745,0.08005480065671156,30,0
187789,156,0.4043300593475422,3086,0.017114585872163968,10.766945746611132,0.2927110023103793,19,1
60859,155,0.7847351140860993,23464,0.06045226564788464,8.304706685129325,0.9399208730227213,57,0
135657,51,0.8148670149654462,36911,0.11894132685383663,4.327164397830902,0.22342518865612393,30,0
167381,64,0.9273326151740112,6332,0.34322775283536355,9.651174402306498,0.47226040100261,18,0
80467,52,0.7027943598180023,39215,0.11765345266714688,8.85722657003606,0.35692797575473945,19,0
193734,38,0.2451539461047435,3176,0.42608231306260835,9.500207586097972,0.08629872332746191,21,0
108506,100,0.5056657430843782,2416,0.1786419905855794,7.691471796491934,0.1811886889877916,30,1
119751,193,0.03234528791889757,8651,0.7791661975262061,4.552447390073983,0.28666712125797156,47,0
128906,146,0.6469283410982468,10486,0.8714876167122156,4.182942187251229,0.46331848568565237,29,0
153760,191,0.5542952115087567,18695,0.3896475079681758,7.849816329111173,0.874523985641134,50,0
35342,51,0.6668362807612931,1229,0.5113317653156387,1.5708000956028139,0.5156162821758775,55,0
178229,137,0.9301405533875955,1530,0.9534962415609416,9.838972205982909,0.6519049607828712,51,0
116308,141,0.6872766117204315,35565,0.5355077553486204,4.444024607976877,0.4259551516969404,20,0
193155,168,0.3204499303747612,1363,0.9950732158434249,7.564463872386588,0.8700623519518129,26,0
116081,55,0.19873666387015676,37270,0.14213099369205462,5.988766979201017,0.6626214540900937,24,0
99045,109,0.8546362068186548,16836,0.8622264205966984,6.231917904295846,0.09063025313938622,21,0
44698,171,0.19433214327376058,20288,0.49720300267296536,8.856073754416165,0.47750120726593226,45,0
120078,44,0.1616095805953639,22380,0.022714111249668156,7.520040644057021,0.8272342045102526,59,0
90623,110,0.2066120806809758,20303,0.9722229414393485,3.0037078601485616,0.7336553526655217,49,0
32671,196,0.5088408481305068,7317,0.9650478997433579,0.8907111770848535,0.9053111477799014,18,0
166256,161,0.12418744315945685,3264,0.38327084018288715,10.082808808383493,0.2276678389694885,30,1
103384,152,0.9381183305967022,18315,0.9541420710859049,10.618728897022292,0.9771721641968997,53,0
183179,164,0.9662537072400896,37010,0.14100964223854573,1.9739583950078243,0.28507766786986566,43,0
96202,128,0.9738018532829988,12693,0.6801101411206822,3.7137248030343897,0.05017987759175391,30,0
61663,105,0.039124804819719805,16566,0.19192898688783455,3.388108583180788,0.49567262719648764,39,0
25708,10,0.9461975264800317,24811,0.24664723633482766,11.249382728881859,0.11033873847645481,41,0
101906,100,0.9974149326174252,33405,0.7793374372026054,2.4573285831682607,0.6813109410096725,28,0
59811,148,0.9424291093454871,19856,0.37735808456529496,1.9984707851979842,0.9005562707491244,42,0
143883,109,0.6709389057627061,27366,0.0071275028286211795,2.1820625969783882,0.9213432718185194,32,0
66250,108,0.7012301524085008,35138,0.41423842419559453,8.758430113125202,0.6070372426864613,53,0
122547,140,0.12225293987344765,10638,0.22806932063295948,10.656238130957702,0.5352648708547855,55,0
134249,190,0.8742970770749625,20816,0.6833299135582912,4.720408927599217,0.9939914232052762,51,0
44754,146,0.0596395846287715,20598,0.1944486967235003,1.632958852396281,0.5794257189858903,51,0
152483,94,0.3177305466176398,10652,0.8422535284364757,7.02866396890008,0.9274583238122269,49,0
143983,63,0.991151645148187,16963,0.2670930121081643,2.5192194999477135,0.9165950505440658,55,0
149752,84,0.4223278791029953,32223,0.3930282582830137,0.7698173683828178,0.289513795851007,42,1
94896,25,0.13115622396525872,31024,0.298036860797098,10.634776540589714,0.013751075577527971,20,1
81295,12,0.9692946620490801,3941,0.6439233478093658,10.450095316004113,0.439168407798182,46,0
110689,149,0.9841396470417361,8387,0.1011635412263967,11.710921923111284,0.8613701361114108,38,0
21111,25,0.18704268523871437,8524,0.4780993726982441,5.688057058873595,0.836134217084376,26,0
47504,11,0.8648038087401708,35859,0.33445481521505815,3.5280143785250657,0.6036691875331541,38,0
142874,64,0.39042332619389175,37486,0.8841379632883147,9.23740494684483,0.15665841002228453,38,0
18155,126,0.38136846448671446,25279,0.07341209357439238,2.165939185006953,0.10758771392988331,24,1
49384,50,0.26269763189690165,26025,0.8296950649328547,2.9195049217953675,0.954681983778613,49,0
122561,190,0.04471027455489651,17636,0.16768047652990914,3.0681915144885683,0.4213976819852572,39,0
57254,89,0.2680089836852235,13277,0.08857765992995514,11.41943291894616,0.6481610167337426,59,0
31918,99,0.053776905333052016,35190,0.202322858123008,8.757875025972888,0.9058644149553647,28,0
95981,116,0.9243720463599634,7539,0.10265298201181039,1.6043375109858413,0.8698931763205916,51,0
40306,96,0.6617206723927285,32853,0.5209839482021256,1.1141505374868812,0.5669031821306699,31,0
157718,177,0.8866226500163915,26811,0.9882149529157813,10.11377824301414,0.4879051805727701,58,0
56843,14,0.7172906814705706,26928,0.03432735192425884,9.62729187653714,0.7352592131135894,39,0
130975,1,0.13128687108263926,6909,0.46112834931946134,8.051934936100261,0.3496456924201109,42,0
106601,25,0.9405815367352979,28069,0.38607032910786176,2.3532078287593934,0.6253906301254311,33,0
117512,187,0.8998930536327671,37421,0.33960641424640037,5.763402466671255,0.023152433609641365,50,0
157443,72,0.3480760779010357,8033,0.3318636104333609,7.232711345487287,0.8243125607505779,19,0
121472,69,0.1115333403516765,10748,0.8950127566264622,11.185650322084218,0.9980322752195906,56,0
143121,133,0.7041547507888738,5066,0.01897615020840404,2.033084882368927,0.954706492358876,23,0
172688,105,0.7283613027367225,11998,0.7749163873801383,6.185361685753364,0.3598948405378145,51,0
113727,147,0.8968290448407071,13764,0.2529331788059417,1.893019666539744,0.5311012820441634,59,0
122893,23,0.05265575945107992,34215,0.38329551081757485,5.326192086889828,0.23621696312373186,54,1
30932,9,0.14170383802737185,15858,0.4201499128485777,2.4016196955710747,0.30298740534393875,39,0
127796,118,0.5982487928791823,38468,0.3047317540737434,10.034234499782535,0.4573461016526299,33,0
39855,94,0.6191315508700825,36111,0.09355886183539786,3.0568353316501553,0.7470809068535663,24,0
184088,178,0.03360966231500628,17077,0.11433084882943478,5.005256594928291,0.017882390838841355,30,1
17400,144,0.3969320510616584,10257,0.2981311240826443,4.893451829905622,0.3937741304151291,34,1
127858,33,0.5841617312760491,3665,0.8218090528872506,10.395539520261103,0.5564969183233985,20,0
183714,130,0.7379113331517339,35442,0.13462765278741184,9.093569576787123,0.21518304218678752,29,0
25151,14,0.31615069177832855,16734,0.7426398331459307,0.6909058681810083,0.07847869809603991,23,0
192479,1,0.48390349302184144,8840,0.2888697294292877,0.805049486017972,0.5395738593183282,29,0
76690,90,0.8140548723120092,12062,0.8834649351120928,6.614366941568449,0.6378099844857796,28,0
14499,186,0.9538950638977405,7044,0.4283284754006409,5.132628328293521,0.6410022903764451,58,0
16295,89,0.2303146753898455,2063,0.17172331329737556,3.3070106464421047,0.35658438503559275,36,1
130885,144,0.2530422058198962,22313,0.9858444501105103,9.511451258488863,0.23736179593906725,48,0
136071,90,0.9398181874338755,27087,0.17663451922991158,1.543622062787993,0.22038643901590038,19,0
69040,175,0.3959111507626836,18205,0.5676198212322694,11.688682954441822,0.04052394005730664,49,0
22183,172,0.7183483245207427,12464,0.5692864780961342,0.2892300810259316,0.18468335196497176,35,0
170371,14,0.6122652287298762,27132,0.37281345117777986,1.4187686953301233,0.8186061271089271,21,0
153946,152,0.2855876797940563,37427,0.951488592549131,3.7357998513102237,0.003051265761076505,39,0
126336,111,0.6535622219580249,35048,0.8438745624117316,6.109789143066037,0.043888602557329404,31,0
42711,183,0.6555659009569733,3749,0.829819560838242,2.5936339017518866,0.12701894027906713,31,0
15539,143,0.5924431854090763,35306,0.9741519354294779,8.834581786248316,0.42024058267575426,54,0
194423,83,0.09966082484951289,25592,0.45710933819631683,4.290502841111877,0.33373783436474125,46,0
189426,72,0.9951718223740377,18451,0.09718577562002928,0.4624600007632509,0.17783585805447855,51,0
136063,162,0.4004164611708274,28258,0.7654559254497938,10.53266360928773,0.11094947410690104,23,0
143629,130,0.6382509853969889,35302,0.3808125794519338,11.326388077032755,0.9388625369397775,29,0
48360,27,0.8857616941126193,32856,0.1903451518035183,7.422763469244531,0.9112502212929899,41,0
143272,74,0.42328848841983635,21621,0.4832473432202534,9.678436662844861,0.7718986083862802,46,0
